NEURON;SYNAPSE;GAUSS_RAD;LOG_FACTOR;VOTE_PARAM;HIT
18x10;8;1;2;2;0.6976744186
18x10;8;1;2;2.5;0.6930232558
18x10;8;1;2;3;0.6860465116
18x10;8;1;4;2;0.6930232558
18x10;8;1;4;2.5;0.7
18x10;8;1;4;3;0.676744186
18x10;8;1;6;2;0.6441860465
18x10;8;1;6;2.5;0.6744186047
18x10;8;1;6;3;0.6534883721
18x10;8;1;8;2;0.6651162791
18x10;8;1;8;2.5;0.6720930233
18x10;8;1;8;3;0.6534883721
18x10;8;1;10;2;0.6372093023
18x10;8;1;10;2.5;0.6581395349
18x10;8;1;10;3;0.623255814
18x10;8;3;2;2;0.8418604651
18x10;8;3;2;2.5;0.8395348837
18x10;8;3;2;3;0.8348837209
18x10;8;3;4;2;0.823255814
18x10;8;3;4;2.5;0.823255814
18x10;8;3;4;3;0.8325581395
18x10;8;3;6;2;0.8
18x10;8;3;6;2.5;0.8465116279
18x10;8;3;6;3;0.8069767442
18x10;8;3;8;2;0.8441860465
18x10;8;3;8;2.5;0.7953488372
18x10;8;3;8;3;0.7953488372
18x10;8;3;10;2;0.8302325581
18x10;8;3;10;2.5;0.8046511628
18x10;8;3;10;3;0.811627907
18x10;8;5;2;2;0.9023255814
18x10;8;5;2;2.5;0.8790697674
18x10;8;5;2;3;0.9
18x10;8;5;4;2;0.8651162791
18x10;8;5;4;2.5;0.876744186
18x10;8;5;4;3;0.8930232558
18x10;8;5;6;2;0.8674418605
18x10;8;5;6;2.5;0.9023255814
18x10;8;5;6;3;0.8837209302
18x10;8;5;8;2;0.8790697674
18x10;8;5;8;2.5;0.8790697674
18x10;8;5;8;3;0.8837209302
18x10;8;5;10;2;0.876744186
18x10;8;5;10;2.5;0.8906976744
18x10;8;5;10;3;0.8790697674
18x10;8;7;2;2;0.8906976744
18x10;8;7;2;2.5;0.9023255814
18x10;8;7;2;3;0.888372093
18x10;8;7;4;2;0.9046511628
18x10;8;7;4;2.5;0.8813953488
18x10;8;7;4;3;0.9046511628
18x10;8;7;6;2;0.8953488372
18x10;8;7;6;2.5;0.9046511628
18x10;8;7;6;3;0.9023255814
18x10;8;7;8;2;0.9069767442
18x10;8;7;8;2.5;0.9069767442
18x10;8;7;8;3;0.8976744186
18x10;8;7;10;2;0.9046511628
18x10;8;7;10;2.5;0.9
18x10;8;7;10;3;0.9023255814
18x10;8;9;2;2;0.876744186
18x10;8;9;2;2.5;0.8697674419
18x10;8;9;2;3;0.8790697674
18x10;8;9;4;2;0.8837209302
18x10;8;9;4;2.5;0.876744186
18x10;8;9;4;3;0.8627906977
18x10;8;9;6;2;0.8720930233
18x10;8;9;6;2.5;0.8651162791
18x10;8;9;6;3;0.8837209302
18x10;8;9;8;2;0.888372093
18x10;8;9;8;2.5;0.8813953488
18x10;8;9;8;3;0.9069767442
18x10;8;9;10;2;0.8860465116
18x10;8;9;10;2.5;0.8813953488
18x10;8;9;10;3;0.9
18x10;16;1;2;2;0.7930232558
18x10;16;1;2;2.5;0.7976744186
18x10;16;1;2;3;0.8023255814
18x10;16;1;4;2;0.788372093
18x10;16;1;4;2.5;0.7837209302
18x10;16;1;4;3;0.776744186
18x10;16;1;6;2;0.7906976744
18x10;16;1;6;2.5;0.7581395349
18x10;16;1;6;3;0.7790697674
18x10;16;1;8;2;0.7674418605
18x10;16;1;8;2.5;0.776744186
18x10;16;1;8;3;0.7604651163
18x10;16;1;10;2;0.7441860465
18x10;16;1;10;2.5;0.7511627907
18x10;16;1;10;3;0.7651162791
18x10;16;3;2;2;0.9023255814
18x10;16;3;2;2.5;0.9162790698
18x10;16;3;2;3;0.9186046512
18x10;16;3;4;2;0.9
18x10;16;3;4;2.5;0.9162790698
18x10;16;3;4;3;0.9046511628
18x10;16;3;6;2;0.9093023256
18x10;16;3;6;2.5;0.9046511628
18x10;16;3;6;3;0.9093023256
18x10;16;3;8;2;0.8837209302
18x10;16;3;8;2.5;0.9023255814
18x10;16;3;8;3;0.9
18x10;16;3;10;2;0.8744186047
18x10;16;3;10;2.5;0.888372093
18x10;16;3;10;3;0.876744186
18x10;16;5;2;2;0.9581395349
18x10;16;5;2;2.5;0.9581395349
18x10;16;5;2;3;0.9558139535
18x10;16;5;4;2;0.9418604651
18x10;16;5;4;2.5;0.9511627907
18x10;16;5;4;3;0.9581395349
18x10;16;5;6;2;0.9418604651
18x10;16;5;6;2.5;0.9511627907
18x10;16;5;6;3;0.9348837209
18x10;16;5;8;2;0.9441860465
18x10;16;5;8;2.5;0.9465116279
18x10;16;5;8;3;0.9372093023
18x10;16;5;10;2;0.9279069767
18x10;16;5;10;2.5;0.9302325581
18x10;16;5;10;3;0.9465116279
18x10;16;7;2;2;0.9697674419
18x10;16;7;2;2.5;0.9604651163
18x10;16;7;2;3;0.976744186
18x10;16;7;4;2;0.9697674419
18x10;16;7;4;2.5;0.9744186047
18x10;16;7;4;3;0.9651162791
18x10;16;7;6;2;0.9651162791
18x10;16;7;6;2.5;0.9627906977
18x10;16;7;6;3;0.976744186
18x10;16;7;8;2;0.9744186047
18x10;16;7;8;2.5;0.9627906977
18x10;16;7;8;3;0.9674418605
18x10;16;7;10;2;0.9627906977
18x10;16;7;10;2.5;0.9604651163
18x10;16;7;10;3;0.9720930233
18x10;16;9;2;2;0.9558139535
18x10;16;9;2;2.5;0.9627906977
18x10;16;9;2;3;0.9651162791
18x10;16;9;4;2;0.9604651163
18x10;16;9;4;2.5;0.9674418605
18x10;16;9;4;3;0.9604651163
18x10;16;9;6;2;0.9511627907
18x10;16;9;6;2.5;0.9651162791
18x10;16;9;6;3;0.9558139535
18x10;16;9;8;2;0.9697674419
18x10;16;9;8;2.5;0.9651162791
18x10;16;9;8;3;0.9581395349
18x10;16;9;10;2;0.9604651163
18x10;16;9;10;2.5;0.9581395349
18x10;16;9;10;3;0.9558139535
18x10;32;1;2;2;0.8348837209
18x10;32;1;2;2.5;0.8511627907
18x10;32;1;2;3;0.8558139535
18x10;32;1;4;2;0.8209302326
18x10;32;1;4;2.5;0.8186046512
18x10;32;1;4;3;0.823255814
18x10;32;1;6;2;0.8
18x10;32;1;6;2.5;0.8
18x10;32;1;6;3;0.7813953488
18x10;32;1;8;2;0.7790697674
18x10;32;1;8;2.5;0.776744186
18x10;32;1;8;3;0.811627907
18x10;32;1;10;2;0.776744186
18x10;32;1;10;2.5;0.776744186
18x10;32;1;10;3;0.7720930233
18x10;32;3;2;2;0.9465116279
18x10;32;3;2;2.5;0.9441860465
18x10;32;3;2;3;0.9441860465
18x10;32;3;4;2;0.9279069767
18x10;32;3;4;2.5;0.9302325581
18x10;32;3;4;3;0.9279069767
18x10;32;3;6;2;0.9186046512
18x10;32;3;6;2.5;0.9186046512
18x10;32;3;6;3;0.9186046512
18x10;32;3;8;2;0.9023255814
18x10;32;3;8;2.5;0.9186046512
18x10;32;3;8;3;0.9139534884
18x10;32;3;10;2;0.9046511628
18x10;32;3;10;2.5;0.9162790698
18x10;32;3;10;3;0.9162790698
18x10;32;5;2;2;0.9744186047
18x10;32;5;2;2.5;0.9697674419
18x10;32;5;2;3;0.976744186
18x10;32;5;4;2;0.9744186047
18x10;32;5;4;2.5;0.9744186047
18x10;32;5;4;3;0.9720930233
18x10;32;5;6;2;0.9651162791
18x10;32;5;6;2.5;0.9627906977
18x10;32;5;6;3;0.9534883721
18x10;32;5;8;2;0.9558139535
18x10;32;5;8;2.5;0.9651162791
18x10;32;5;8;3;0.9581395349
18x10;32;5;10;2;0.9465116279
18x10;32;5;10;2.5;0.9534883721
18x10;32;5;10;3;0.9534883721
18x10;32;7;2;2;0.9790697674
18x10;32;7;2;2.5;0.9813953488
18x10;32;7;2;3;0.976744186
18x10;32;7;4;2;0.9837209302
18x10;32;7;4;2.5;0.988372093
18x10;32;7;4;3;0.9697674419
18x10;32;7;6;2;0.9860465116
18x10;32;7;6;2.5;0.9813953488
18x10;32;7;6;3;0.9790697674
18x10;32;7;8;2;0.9720930233
18x10;32;7;8;2.5;0.9837209302
18x10;32;7;8;3;0.9813953488
18x10;32;7;10;2;0.976744186
18x10;32;7;10;2.5;0.9744186047
18x10;32;7;10;3;0.9720930233
18x10;32;9;2;2;0.976744186
18x10;32;9;2;2.5;0.9697674419
18x10;32;9;2;3;0.9697674419
18x10;32;9;4;2;0.9790697674
18x10;32;9;4;2.5;0.9790697674
18x10;32;9;4;3;0.9790697674
18x10;32;9;6;2;0.976744186
18x10;32;9;6;2.5;0.9837209302
18x10;32;9;6;3;0.9744186047
18x10;32;9;8;2;0.9790697674
18x10;32;9;8;2.5;0.9720930233
18x10;32;9;8;3;0.9744186047
18x10;32;9;10;2;0.9860465116
18x10;32;9;10;2.5;0.976744186
18x10;32;9;10;3;0.9790697674
18x10;64;1;2;2;0.8395348837
18x10;64;1;2;2.5;0.8372093023
18x10;64;1;2;3;0.8488372093
18x10;64;1;4;2;0.8069767442
18x10;64;1;4;2.5;0.8279069767
18x10;64;1;4;3;0.8348837209
18x10;64;1;6;2;0.788372093
18x10;64;1;6;2.5;0.8139534884
18x10;64;1;6;3;0.7953488372
18x10;64;1;8;2;0.7930232558
18x10;64;1;8;2.5;0.7837209302
18x10;64;1;8;3;0.7837209302
18x10;64;1;10;2;0.7790697674
18x10;64;1;10;2.5;0.7790697674
18x10;64;1;10;3;0.7860465116
18x10;64;3;2;2;0.9441860465
18x10;64;3;2;2.5;0.9441860465
18x10;64;3;2;3;0.9558139535
18x10;64;3;4;2;0.9255813953
18x10;64;3;4;2.5;0.9348837209
18x10;64;3;4;3;0.9209302326
18x10;64;3;6;2;0.9209302326
18x10;64;3;6;2.5;0.9255813953
18x10;64;3;6;3;0.9162790698
18x10;64;3;8;2;0.9069767442
18x10;64;3;8;2.5;0.9209302326
18x10;64;3;8;3;0.9069767442
18x10;64;3;10;2;0.8976744186
18x10;64;3;10;2.5;0.9
18x10;64;3;10;3;0.9069767442
18x10;64;5;2;2;0.9790697674
18x10;64;5;2;2.5;0.9697674419
18x10;64;5;2;3;0.976744186
18x10;64;5;4;2;0.9627906977
18x10;64;5;4;2.5;0.9674418605
18x10;64;5;4;3;0.976744186
18x10;64;5;6;2;0.9651162791
18x10;64;5;6;2.5;0.9720930233
18x10;64;5;6;3;0.9697674419
18x10;64;5;8;2;0.9651162791
18x10;64;5;8;2.5;0.9627906977
18x10;64;5;8;3;0.9604651163
18x10;64;5;10;2;0.9511627907
18x10;64;5;10;2.5;0.9558139535
18x10;64;5;10;3;0.9534883721
18x10;64;7;2;2;0.9813953488
18x10;64;7;2;2.5;0.9860465116
18x10;64;7;2;3;0.9906976744
18x10;64;7;4;2;0.9837209302
18x10;64;7;4;2.5;0.9860465116
18x10;64;7;4;3;0.988372093
18x10;64;7;6;2;0.9860465116
18x10;64;7;6;2.5;0.9790697674
18x10;64;7;6;3;0.9860465116
18x10;64;7;8;2;0.976744186
18x10;64;7;8;2.5;0.976744186
18x10;64;7;8;3;0.9813953488
18x10;64;7;10;2;0.9744186047
18x10;64;7;10;2.5;0.9744186047
18x10;64;7;10;3;0.9790697674
18x10;64;9;2;2;0.9813953488
18x10;64;9;2;2.5;0.9813953488
18x10;64;9;2;3;0.9813953488
18x10;64;9;4;2;0.976744186
18x10;64;9;4;2.5;0.9744186047
18x10;64;9;4;3;0.9790697674
18x10;64;9;6;2;0.976744186
18x10;64;9;6;2.5;0.9813953488
18x10;64;9;6;3;0.9813953488
18x10;64;9;8;2;0.9790697674
18x10;64;9;8;2.5;0.9720930233
18x10;64;9;8;3;0.976744186
18x10;64;9;10;2;0.9720930233
18x10;64;9;10;2.5;0.976744186
18x10;64;9;10;3;0.9813953488
18x10;128;1;2;2;0.8627906977
18x10;128;1;2;2.5;0.8627906977
18x10;128;1;2;3;0.8651162791
18x10;128;1;4;2;0.8372093023
18x10;128;1;4;2.5;0.8325581395
18x10;128;1;4;3;0.8372093023
18x10;128;1;6;2;0.8162790698
18x10;128;1;6;2.5;0.8325581395
18x10;128;1;6;3;0.8093023256
18x10;128;1;8;2;0.7906976744
18x10;128;1;8;2.5;0.8023255814
18x10;128;1;8;3;0.7860465116
18x10;128;1;10;2;0.7860465116
18x10;128;1;10;2.5;0.7720930233
18x10;128;1;10;3;0.7906976744
18x10;128;3;2;2;0.9418604651
18x10;128;3;2;2.5;0.9325581395
18x10;128;3;2;3;0.9418604651
18x10;128;3;4;2;0.9372093023
18x10;128;3;4;2.5;0.9279069767
18x10;128;3;4;3;0.9255813953
18x10;128;3;6;2;0.911627907
18x10;128;3;6;2.5;0.911627907
18x10;128;3;6;3;0.923255814
18x10;128;3;8;2;0.9186046512
18x10;128;3;8;2.5;0.911627907
18x10;128;3;8;3;0.9093023256
18x10;128;3;10;2;0.9023255814
18x10;128;3;10;2.5;0.9069767442
18x10;128;3;10;3;0.9
18x10;128;5;2;2;0.9744186047
18x10;128;5;2;2.5;0.9744186047
18x10;128;5;2;3;0.9720930233
18x10;128;5;4;2;0.9604651163
18x10;128;5;4;2.5;0.9697674419
18x10;128;5;4;3;0.9651162791
18x10;128;5;6;2;0.9720930233
18x10;128;5;6;2.5;0.9720930233
18x10;128;5;6;3;0.9697674419
18x10;128;5;8;2;0.9651162791
18x10;128;5;8;2.5;0.9627906977
18x10;128;5;8;3;0.9674418605
18x10;128;5;10;2;0.9465116279
18x10;128;5;10;2.5;0.9627906977
18x10;128;5;10;3;0.9581395349
18x10;128;7;2;2;0.9930232558
18x10;128;7;2;2.5;0.9906976744
18x10;128;7;2;3;0.988372093
18x10;128;7;4;2;0.9813953488
18x10;128;7;4;2.5;0.9837209302
18x10;128;7;4;3;0.9790697674
18x10;128;7;6;2;0.9813953488
18x10;128;7;6;2.5;0.976744186
18x10;128;7;6;3;0.9790697674
18x10;128;7;8;2;0.988372093
18x10;128;7;8;2.5;0.9860465116
18x10;128;7;8;3;0.9860465116
18x10;128;7;10;2;0.9837209302
18x10;128;7;10;2.5;0.9860465116
18x10;128;7;10;3;0.9813953488
18x10;128;9;2;2;0.976744186
18x10;128;9;2;2.5;0.976744186
18x10;128;9;2;3;0.976744186
18x10;128;9;4;2;0.9720930233
18x10;128;9;4;2.5;0.976744186
18x10;128;9;4;3;0.9720930233
18x10;128;9;6;2;0.9697674419
18x10;128;9;6;2.5;0.9790697674
18x10;128;9;6;3;0.9744186047
18x10;128;9;8;2;0.9790697674
18x10;128;9;8;2.5;0.9837209302
18x10;128;9;8;3;0.9860465116
18x10;128;9;10;2;0.9790697674
18x10;128;9;10;2.5;0.9837209302
18x10;128;9;10;3;0.976744186
18x10;256;1;2;2;0.8488372093
18x10;256;1;2;2.5;0.8488372093
18x10;256;1;2;3;0.8674418605
18x10;256;1;4;2;0.811627907
18x10;256;1;4;2.5;0.823255814
18x10;256;1;4;3;0.8348837209
18x10;256;1;6;2;0.8255813953
18x10;256;1;6;2.5;0.8023255814
18x10;256;1;6;3;0.8372093023
18x10;256;1;8;2;0.8
18x10;256;1;8;2.5;0.788372093
18x10;256;1;8;3;0.7837209302
18x10;256;1;10;2;0.7511627907
18x10;256;1;10;2.5;0.7906976744
18x10;256;1;10;3;0.7860465116
18x10;256;3;2;2;0.9348837209
18x10;256;3;2;2.5;0.9418604651
18x10;256;3;2;3;0.9372093023
18x10;256;3;4;2;0.9325581395
18x10;256;3;4;2.5;0.923255814
18x10;256;3;4;3;0.9209302326
18x10;256;3;6;2;0.911627907
18x10;256;3;6;2.5;0.9186046512
18x10;256;3;6;3;0.9162790698
18x10;256;3;8;2;0.9046511628
18x10;256;3;8;2.5;0.9069767442
18x10;256;3;8;3;0.911627907
18x10;256;3;10;2;0.9
18x10;256;3;10;2.5;0.911627907
18x10;256;3;10;3;0.9069767442
18x10;256;5;2;2;0.976744186
18x10;256;5;2;2.5;0.9790697674
18x10;256;5;2;3;0.9813953488
18x10;256;5;4;2;0.9720930233
18x10;256;5;4;2.5;0.9790697674
18x10;256;5;4;3;0.9720930233
18x10;256;5;6;2;0.9627906977
18x10;256;5;6;2.5;0.9581395349
18x10;256;5;6;3;0.9558139535
18x10;256;5;8;2;0.9651162791
18x10;256;5;8;2.5;0.9581395349
18x10;256;5;8;3;0.9534883721
18x10;256;5;10;2;0.9488372093
18x10;256;5;10;2.5;0.9534883721
18x10;256;5;10;3;0.9511627907
18x10;256;7;2;2;0.9837209302
18x10;256;7;2;2.5;0.9906976744
18x10;256;7;2;3;0.9860465116
18x10;256;7;4;2;0.976744186
18x10;256;7;4;2.5;0.9813953488
18x10;256;7;4;3;0.9813953488
18x10;256;7;6;2;0.9813953488
18x10;256;7;6;2.5;0.976744186
18x10;256;7;6;3;0.9720930233
18x10;256;7;8;2;0.976744186
18x10;256;7;8;2.5;0.9720930233
18x10;256;7;8;3;0.9720930233
18x10;256;7;10;2;0.9813953488
18x10;256;7;10;2.5;0.9744186047
18x10;256;7;10;3;0.9813953488
18x10;256;9;2;2;0.9837209302
18x10;256;9;2;2.5;0.9813953488
18x10;256;9;2;3;0.976744186
18x10;256;9;4;2;0.976744186
18x10;256;9;4;2.5;0.9744186047
18x10;256;9;4;3;0.9697674419
18x10;256;9;6;2;0.9813953488
18x10;256;9;6;2.5;0.9790697674
18x10;256;9;6;3;0.976744186
18x10;256;9;8;2;0.976744186
18x10;256;9;8;2.5;0.9813953488
18x10;256;9;8;3;0.976744186
18x10;256;9;10;2;0.9720930233
18x10;256;9;10;2.5;0.9720930233
18x10;256;9;10;3;0.976744186
5x3;8;1;2;2;0.288372093
5x3;8;1;2;2.5;0.2441860465
5x3;8;1;2;3;0.2511627907
5x3;8;1;4;2;0.2302325581
5x3;8;1;4;2.5;0.2511627907
5x3;8;1;4;3;0.2488372093
5x3;8;1;6;2;0.223255814
5x3;8;1;6;2.5;0.2744186047
5x3;8;1;6;3;0.2930232558
5x3;8;1;8;2;0.2186046512
5x3;8;1;8;2.5;0.2279069767
5x3;8;1;8;3;0.2930232558
5x3;8;1;10;2;0.2534883721
5x3;8;1;10;2.5;0.2627906977
5x3;8;1;10;3;0.2418604651
5x3;8;3;2;2;0.4674418605
5x3;8;3;2;2.5;0.4511627907
5x3;8;3;2;3;0.4953488372
5x3;8;3;4;2;0.4534883721
5x3;8;3;4;2.5;0.488372093
5x3;8;3;4;3;0.4534883721
5x3;8;3;6;2;0.4162790698
5x3;8;3;6;2.5;0.4534883721
5x3;8;3;6;3;0.4813953488
5x3;8;3;8;2;0.4651162791
5x3;8;3;8;2.5;0.4534883721
5x3;8;3;8;3;0.4651162791
5x3;8;3;10;2;0.423255814
5x3;8;3;10;2.5;0.476744186
5x3;8;3;10;3;0.4581395349
5x3;8;5;2;2;0.5604651163
5x3;8;5;2;2.5;0.623255814
5x3;8;5;2;3;0.5720930233
5x3;8;5;4;2;0.6069767442
5x3;8;5;4;2.5;0.6162790698
5x3;8;5;4;3;0.5697674419
5x3;8;5;6;2;0.623255814
5x3;8;5;6;2.5;0.5860465116
5x3;8;5;6;3;0.5906976744
5x3;8;5;8;2;0.5697674419
5x3;8;5;8;2.5;0.5651162791
5x3;8;5;8;3;0.5744186047
5x3;8;5;10;2;0.5581395349
5x3;8;5;10;2.5;0.6023255814
5x3;8;5;10;3;0.5837209302
5x3;8;7;2;2;0.5837209302
5x3;8;7;2;2.5;0.5372093023
5x3;8;7;2;3;0.5534883721
5x3;8;7;4;2;0.5674418605
5x3;8;7;4;2.5;0.5906976744
5x3;8;7;4;3;0.5627906977
5x3;8;7;6;2;0.5813953488
5x3;8;7;6;2.5;0.576744186
5x3;8;7;6;3;0.6302325581
5x3;8;7;8;2;0.6162790698
5x3;8;7;8;2.5;0.5651162791
5x3;8;7;8;3;0.6
5x3;8;7;10;2;0.6209302326
5x3;8;7;10;2.5;0.6
5x3;8;7;10;3;0.576744186
5x3;8;9;2;2;0.576744186
5x3;8;9;2;2.5;0.5441860465
5x3;8;9;2;3;0.611627907
5x3;8;9;4;2;0.5627906977
5x3;8;9;4;2.5;0.576744186
5x3;8;9;4;3;0.5860465116
5x3;8;9;6;2;0.611627907
5x3;8;9;6;2.5;0.6302325581
5x3;8;9;6;3;0.5906976744
5x3;8;9;8;2;0.6139534884
5x3;8;9;8;2.5;0.5976744186
5x3;8;9;8;3;0.5837209302
5x3;8;9;10;2;0.611627907
5x3;8;9;10;2.5;0.6023255814
5x3;8;9;10;3;0.588372093
5x3;16;1;2;2;0.4162790698
5x3;16;1;2;2.5;0.423255814
5x3;16;1;2;3;0.4441860465
5x3;16;1;4;2;0.4511627907
5x3;16;1;4;2.5;0.4372093023
5x3;16;1;4;3;0.4465116279
5x3;16;1;6;2;0.4046511628
5x3;16;1;6;2.5;0.4581395349
5x3;16;1;6;3;0.4534883721
5x3;16;1;8;2;0.4744186047
5x3;16;1;8;2.5;0.4651162791
5x3;16;1;8;3;0.4325581395
5x3;16;1;10;2;0.4534883721
5x3;16;1;10;2.5;0.4325581395
5x3;16;1;10;3;0.4325581395
5x3;16;3;2;2;0.7790697674
5x3;16;3;2;2.5;0.7674418605
5x3;16;3;2;3;0.7744186047
5x3;16;3;4;2;0.7604651163
5x3;16;3;4;2.5;0.7813953488
5x3;16;3;4;3;0.7720930233
5x3;16;3;6;2;0.8046511628
5x3;16;3;6;2.5;0.7813953488
5x3;16;3;6;3;0.776744186
5x3;16;3;8;2;0.7813953488
5x3;16;3;8;2.5;0.7720930233
5x3;16;3;8;3;0.7720930233
5x3;16;3;10;2;0.7697674419
5x3;16;3;10;2.5;0.7418604651
5x3;16;3;10;3;0.7837209302
5x3;16;5;2;2;0.8837209302
5x3;16;5;2;2.5;0.8813953488
5x3;16;5;2;3;0.8813953488
5x3;16;5;4;2;0.8790697674
5x3;16;5;4;2.5;0.888372093
5x3;16;5;4;3;0.8558139535
5x3;16;5;6;2;0.8790697674
5x3;16;5;6;2.5;0.8674418605
5x3;16;5;6;3;0.8604651163
5x3;16;5;8;2;0.8976744186
5x3;16;5;8;2.5;0.8697674419
5x3;16;5;8;3;0.876744186
5x3;16;5;10;2;0.8627906977
5x3;16;5;10;2.5;0.8813953488
5x3;16;5;10;3;0.8511627907
5x3;16;7;2;2;0.8976744186
5x3;16;7;2;2.5;0.9023255814
5x3;16;7;2;3;0.888372093
5x3;16;7;4;2;0.9046511628
5x3;16;7;4;2.5;0.8930232558
5x3;16;7;4;3;0.8930232558
5x3;16;7;6;2;0.9
5x3;16;7;6;2.5;0.9046511628
5x3;16;7;6;3;0.888372093
5x3;16;7;8;2;0.8860465116
5x3;16;7;8;2.5;0.8976744186
5x3;16;7;8;3;0.8906976744
5x3;16;7;10;2;0.8906976744
5x3;16;7;10;2.5;0.8790697674
5x3;16;7;10;3;0.8906976744
5x3;16;9;2;2;0.8860465116
5x3;16;9;2;2.5;0.876744186
5x3;16;9;2;3;0.8813953488
5x3;16;9;4;2;0.8837209302
5x3;16;9;4;2.5;0.888372093
5x3;16;9;4;3;0.9023255814
5x3;16;9;6;2;0.8837209302
5x3;16;9;6;2.5;0.8790697674
5x3;16;9;6;3;0.9023255814
5x3;16;9;8;2;0.888372093
5x3;16;9;8;2.5;0.8790697674
5x3;16;9;8;3;0.8976744186
5x3;16;9;10;2;0.8813953488
5x3;16;9;10;2.5;0.8790697674
5x3;16;9;10;3;0.8697674419
5x3;32;1;2;2;0.6023255814
5x3;32;1;2;2.5;0.6046511628
5x3;32;1;2;3;0.5976744186
5x3;32;1;4;2;0.6069767442
5x3;32;1;4;2.5;0.6139534884
5x3;32;1;4;3;0.6162790698
5x3;32;1;6;2;0.6255813953
5x3;32;1;6;2.5;0.6279069767
5x3;32;1;6;3;0.6046511628
5x3;32;1;8;2;0.6418604651
5x3;32;1;8;2.5;0.6069767442
5x3;32;1;8;3;0.5837209302
5x3;32;1;10;2;0.6
5x3;32;1;10;2.5;0.5651162791
5x3;32;1;10;3;0.5906976744
5x3;32;3;2;2;0.8534883721
5x3;32;3;2;2.5;0.8813953488
5x3;32;3;2;3;0.8860465116
5x3;32;3;4;2;0.8651162791
5x3;32;3;4;2.5;0.876744186
5x3;32;3;4;3;0.8744186047
5x3;32;3;6;2;0.8558139535
5x3;32;3;6;2.5;0.8697674419
5x3;32;3;6;3;0.8744186047
5x3;32;3;8;2;0.8627906977
5x3;32;3;8;2.5;0.876744186
5x3;32;3;8;3;0.8697674419
5x3;32;3;10;2;0.8627906977
5x3;32;3;10;2.5;0.8488372093
5x3;32;3;10;3;0.8627906977
5x3;32;5;2;2;0.9186046512
5x3;32;5;2;2.5;0.9395348837
5x3;32;5;2;3;0.9325581395
5x3;32;5;4;2;0.9372093023
5x3;32;5;4;2.5;0.9348837209
5x3;32;5;4;3;0.9465116279
5x3;32;5;6;2;0.9139534884
5x3;32;5;6;2.5;0.9325581395
5x3;32;5;6;3;0.9186046512
5x3;32;5;8;2;0.9139534884
5x3;32;5;8;2.5;0.9162790698
5x3;32;5;8;3;0.9139534884
5x3;32;5;10;2;0.9139534884
5x3;32;5;10;2.5;0.9162790698
5x3;32;5;10;3;0.9186046512
5x3;32;7;2;2;0.9534883721
5x3;32;7;2;2.5;0.9581395349
5x3;32;7;2;3;0.9348837209
5x3;32;7;4;2;0.9488372093
5x3;32;7;4;2.5;0.9534883721
5x3;32;7;4;3;0.9627906977
5x3;32;7;6;2;0.9511627907
5x3;32;7;6;2.5;0.9558139535
5x3;32;7;6;3;0.9488372093
5x3;32;7;8;2;0.9395348837
5x3;32;7;8;2.5;0.9441860465
5x3;32;7;8;3;0.9418604651
5x3;32;7;10;2;0.9279069767
5x3;32;7;10;2.5;0.9488372093
5x3;32;7;10;3;0.9511627907
5x3;32;9;2;2;0.9418604651
5x3;32;9;2;2.5;0.9348837209
5x3;32;9;2;3;0.9441860465
5x3;32;9;4;2;0.9488372093
5x3;32;9;4;2.5;0.9534883721
5x3;32;9;4;3;0.9441860465
5x3;32;9;6;2;0.9465116279
5x3;32;9;6;2.5;0.9395348837
5x3;32;9;6;3;0.9534883721
5x3;32;9;8;2;0.9395348837
5x3;32;9;8;2.5;0.9511627907
5x3;32;9;8;3;0.9511627907
5x3;32;9;10;2;0.9395348837
5x3;32;9;10;2.5;0.9534883721
5x3;32;9;10;3;0.9534883721
5x3;64;1;2;2;0.6651162791
5x3;64;1;2;2.5;0.6651162791
5x3;64;1;2;3;0.6744186047
5x3;64;1;4;2;0.6627906977
5x3;64;1;4;2.5;0.6697674419
