NEURON;SYNAPSE;GAUSS-RAD;LOG-FACTOR;VOTE-PARAM;HIT
34x18;32;9;2;2.5;0.6558139535
34x18;32;9;2;3;0.6511627907
34x18;32;9;4;2;0.7069767442
34x18;32;9;4;2.5;0.7093023256
34x18;32;9;4;3;0.711627907
34x18;32;9;6;2;0.7302325581
34x18;32;9;6;2.5;0.7441860465
34x18;32;9;6;3;0.7325581395
34x18;32;9;8;2;0.7465116279
34x18;32;9;8;2.5;0.7441860465
34x18;32;9;8;3;0.7348837209
34x18;32;9;10;2;0.7534883721
34x18;32;9;10;2.5;0.7418604651
34x18;32;9;10;3;0.7348837209
34x18;64;1;2;2;0.1720930233
34x18;64;1;2;2.5;0.1790697674
34x18;64;1;2;3;0.1720930233
34x18;64;1;4;2;0.211627907
34x18;64;1;4;2.5;0.223255814
34x18;64;1;4;3;0.2372093023
34x18;64;1;6;2;0.223255814
34x18;64;1;6;2.5;0.2209302326
34x18;64;1;6;3;0.2162790698
34x18;64;1;8;2;0.2465116279
34x18;64;1;8;2.5;0.2488372093
34x18;64;1;8;3;0.2372093023
34x18;64;1;10;2;0.2697674419
34x18;64;1;10;2.5;0.2651162791
34x18;64;1;10;3;0.2651162791
34x18;64;3;2;2;0.8255813953
34x18;64;3;2;2.5;0.8255813953
34x18;64;3;2;3;0.8255813953
34x18;64;3;4;2;0.8186046512
34x18;64;3;4;2.5;0.8325581395
34x18;64;3;4;3;0.8255813953
34x18;64;3;6;2;0.8395348837
34x18;64;3;6;2.5;0.8209302326
34x18;64;3;6;3;0.8209302326
34x18;64;3;8;2;0.8302325581
34x18;64;3;8;2.5;0.8186046512
34x18;64;3;8;3;0.8209302326
34x18;64;3;10;2;0.8139534884
34x18;64;3;10;2.5;0.8279069767
34x18;64;3;10;3;0.8348837209
34x18;64;5;2;2;0.9162790698
34x18;64;5;2;2.5;0.9093023256
34x18;64;5;2;3;0.9162790698
34x18;64;5;4;2;0.9093023256
34x18;64;5;4;2.5;0.911627907
34x18;64;5;4;3;0.9162790698
34x18;64;5;6;2;0.9139534884
34x18;64;5;6;2.5;0.9069767442
34x18;64;5;6;3;0.9046511628
34x18;64;5;8;2;0.9162790698
34x18;64;5;8;2.5;0.9069767442
34x18;64;5;8;3;0.9069767442
34x18;64;5;10;2;0.9093023256
34x18;64;5;10;2.5;0.9093023256
34x18;64;5;10;3;0.9023255814
34x18;64;7;2;2;0.9348837209
34x18;64;7;2;2.5;0.9418604651
34x18;64;7;2;3;0.9325581395
34x18;64;7;4;2;0.9186046512
34x18;64;7;4;2.5;0.9209302326
34x18;64;7;4;3;0.923255814
34x18;64;7;6;2;0.9302325581
34x18;64;7;6;2.5;0.9209302326
34x18;64;7;6;3;0.9186046512
34x18;64;7;8;2;0.9325581395
34x18;64;7;8;2.5;0.9279069767
34x18;64;7;8;3;0.9302325581
34x18;64;7;10;2;0.9348837209
34x18;64;7;10;2.5;0.9325581395
34x18;64;7;10;3;0.9418604651
34x18;64;9;2;2;0.9139534884
34x18;64;9;2;2.5;0.911627907
34x18;64;9;2;3;0.9093023256
34x18;64;9;4;2;0.9209302326
34x18;64;9;4;2.5;0.9372093023
34x18;64;9;4;3;0.9302325581
34x18;64;9;6;2;0.9209302326
34x18;64;9;6;2.5;0.9325581395
34x18;64;9;6;3;0.9325581395
34x18;64;9;8;2;0.9279069767
34x18;64;9;8;2.5;0.9325581395
34x18;64;9;8;3;0.9279069767
34x18;64;9;10;2;0.9395348837
34x18;64;9;10;2.5;0.9372093023
34x18;64;9;10;3;0.9325581395
34x18;128;1;2;2;0.4511627907
34x18;128;1;2;2.5;0.4627906977
34x18;128;1;2;3;0.4558139535
34x18;128;1;4;2;0.5
34x18;128;1;4;2.5;0.5162790698
34x18;128;1;4;3;0.5069767442
34x18;128;1;6;2;0.511627907
34x18;128;1;6;2.5;0.5139534884
34x18;128;1;6;3;0.5209302326
34x18;128;1;8;2;0.5209302326
34x18;128;1;8;2.5;0.5186046512
34x18;128;1;8;3;0.511627907
34x18;128;1;10;2;0.5279069767
34x18;128;1;10;2.5;0.5069767442
34x18;128;1;10;3;0.5186046512
34x18;128;3;2;2;0.9162790698
34x18;128;3;2;2.5;0.9209302326
34x18;128;3;2;3;0.911627907
34x18;128;3;4;2;0.9046511628
34x18;128;3;4;2.5;0.9139534884
34x18;128;3;4;3;0.9139534884
34x18;128;3;6;2;0.8953488372
34x18;128;3;6;2.5;0.8976744186
34x18;128;3;6;3;0.9
34x18;128;3;8;2;0.888372093
34x18;128;3;8;2.5;0.8976744186
34x18;128;3;8;3;0.8813953488
34x18;128;3;10;2;0.8790697674
34x18;128;3;10;2.5;0.888372093
34x18;128;3;10;3;0.888372093
34x18;128;5;2;2;0.9534883721
34x18;128;5;2;2.5;0.9511627907
34x18;128;5;2;3;0.9558139535
34x18;128;5;4;2;0.9325581395
34x18;128;5;4;2.5;0.9372093023
34x18;128;5;4;3;0.9418604651
34x18;128;5;6;2;0.9441860465
34x18;128;5;6;2.5;0.9325581395
34x18;128;5;6;3;0.9348837209
34x18;128;5;8;2;0.9348837209
34x18;128;5;8;2.5;0.9325581395
34x18;128;5;8;3;0.9279069767
34x18;128;5;10;2;0.9255813953
34x18;128;5;10;2.5;0.9279069767
34x18;128;5;10;3;0.9255813953
34x18;128;7;2;2;0.9534883721
34x18;128;7;2;2.5;0.9627906977
34x18;128;7;2;3;0.9697674419
34x18;128;7;4;2;0.9627906977
34x18;128;7;4;2.5;0.9534883721
34x18;128;7;4;3;0.9558139535
34x18;128;7;6;2;0.9627906977
34x18;128;7;6;2.5;0.9581395349
34x18;128;7;6;3;0.9581395349
34x18;128;7;8;2;0.9604651163
34x18;128;7;8;2.5;0.9581395349
34x18;128;7;8;3;0.9558139535
34x18;128;7;10;2;0.9581395349
34x18;128;7;10;2.5;0.9558139535
34x18;128;7;10;3;0.9697674419
34x18;128;9;2;2;0.9581395349
34x18;128;9;2;2.5;0.9581395349
34x18;128;9;2;3;0.9581395349
34x18;128;9;4;2;0.9558139535
34x18;128;9;4;2.5;0.9488372093
34x18;128;9;4;3;0.9558139535
34x18;128;9;6;2;0.9511627907
34x18;128;9;6;2.5;0.9534883721
34x18;128;9;6;3;0.9604651163
34x18;128;9;8;2;0.9581395349
34x18;128;9;8;2.5;0.9604651163
34x18;128;9;8;3;0.9627906977
34x18;128;9;10;2;0.9534883721
34x18;128;9;10;2.5;0.9534883721
34x18;128;9;10;3;0.9418604651
34x18;256;1;2;2;0.6674418605
34x18;256;1;2;3;0.7093023256
34x18;256;1;4;2;0.711627907
34x18;256;1;4;2.5;0.6906976744
34x18;256;1;4;3;0.7093023256
34x18;256;1;6;2;0.7162790698
34x18;256;1;6;2.5;0.7186046512
34x18;256;1;6;3;0.7069767442
34x18;256;1;8;2;0.6813953488
34x18;256;1;8;2.5;0.6953488372
34x18;256;1;8;3;0.676744186
34x18;256;1;10;2;0.6930232558
34x18;256;1;10;2.5;0.6744186047
34x18;256;1;10;3;0.6860465116
34x18;256;3;2;2;0.9418604651
34x18;256;3;2;2.5;0.9372093023
34x18;256;3;2;3;0.9302325581
34x18;256;3;4;2;0.9046511628
34x18;256;3;4;2.5;0.9093023256
34x18;256;3;4;3;0.923255814
34x18;256;3;6;2;0.9186046512
34x18;256;3;6;2.5;0.9162790698
34x18;256;3;6;3;0.9093023256
34x18;256;3;8;2;0.8930232558
34x18;256;3;8;2.5;0.9069767442
34x18;256;3;8;3;0.8976744186
34x18;256;3;10;2;0.8953488372
34x18;256;3;10;2.5;0.8906976744
34x18;256;3;10;3;0.9069767442
34x18;256;5;2;2;0.9627906977
34x18;256;5;2;2.5;0.9604651163
34x18;256;5;2;3;0.9674418605
34x18;256;5;4;2;0.9558139535
34x18;256;5;4;2.5;0.9581395349
34x18;256;5;4;3;0.9604651163
34x18;256;5;6;2;0.9441860465
34x18;256;5;6;2.5;0.9488372093
34x18;256;5;6;3;0.9418604651
34x18;256;5;8;2;0.9465116279
34x18;256;5;8;2.5;0.9465116279
34x18;256;5;8;3;0.9372093023
34x18;256;5;10;2;0.9441860465
34x18;256;5;10;2.5;0.9418604651
34x18;256;5;10;3;0.9465116279
34x18;256;7;2;2;0.9744186047
34x18;256;7;2;2.5;0.9790697674
34x18;256;7;2;3;0.9790697674
34x18;256;7;4;2;0.9674418605
34x18;256;7;4;2.5;0.9697674419
34x18;256;7;4;3;0.9674418605
34x18;256;7;6;2;0.9744186047
34x18;256;7;6;2.5;0.9651162791
34x18;256;7;6;3;0.9697674419
34x18;256;7;8;2;0.9744186047
34x18;256;7;8;2.5;0.9674418605
34x18;256;7;8;3;0.9744186047
34x18;256;7;10;2;0.9720930233
34x18;256;7;10;2.5;0.9651162791
34x18;256;7;10;3;0.9674418605
34x18;256;9;2;2;0.9674418605
34x18;256;9;2;2.5;0.9651162791
34x18;256;9;2;3;0.9674418605
34x18;256;9;4;2;0.9627906977
34x18;256;9;4;2.5;0.9651162791
34x18;256;9;4;3;0.9674418605
34x18;256;9;6;2;0.9674418605
34x18;256;9;6;2.5;0.9604651163
34x18;256;9;6;3;0.9581395349
34x18;256;9;8;2;0.9674418605
34x18;256;9;8;2.5;0.9627906977
34x18;256;9;8;3;0.9604651163
34x18;256;9;10;2;0.9697674419
34x18;256;9;10;2.5;0.9651162791
34x18;256;9;10;3;0.9720930233
51X27;8;1;2;2;0.023255814
51X27;8;1;2;2.5;0.023255814
51X27;8;1;2;3;0.023255814
51X27;8;1;4;2;0.023255814
51X27;8;1;4;2.5;0.023255814
51X27;8;1;4;3;0.023255814
51X27;8;1;6;2;0.023255814
51X27;8;1;6;2.5;0.023255814
51X27;8;1;6;3;0.023255814
51X27;8;1;8;2;0.023255814
51X27;8;1;8;2.5;0.023255814
51X27;8;1;8;3;0.023255814
51X27;8;1;10;2;0.023255814
51X27;8;1;10;2.5;0.023255814
51X27;8;1;10;3;0.023255814
51X27;8;3;2;2;0.023255814
51X27;8;3;2;2.5;0.023255814
51X27;8;3;2;3;0.023255814
51X27;8;3;4;2;0.023255814
51X27;8;3;4;2.5;0.023255814
51X27;8;3;4;3;0.023255814
51X27;8;3;6;2;0.023255814
51X27;8;3;6;2.5;0.023255814
51X27;8;3;6;3;0.023255814
51X27;8;3;8;2;0.023255814
51X27;8;3;8;2.5;0.023255814
51X27;8;3;8;3;0.023255814
51X27;8;3;10;2;0.023255814
51X27;8;3;10;2.5;0.023255814
51X27;8;3;10;3;0.023255814
51X27;8;5;2;2;0.023255814
51X27;8;5;2;2.5;0.023255814
51X27;8;5;2;3;0.023255814
51X27;8;5;4;2;0.023255814
51X27;8;5;4;2.5;0.023255814
51X27;8;5;4;3;0.023255814
51X27;8;5;6;2;0.023255814
51X27;8;5;6;2.5;0.023255814
51X27;8;5;6;3;0.023255814
51X27;8;5;8;2;0.023255814
51X27;8;5;8;2.5;0.023255814
51X27;8;5;8;3;0.023255814
51X27;8;5;10;2;0.023255814
51X27;8;5;10;2.5;0.023255814
51X27;8;5;10;3;0.023255814
51X27;8;7;2;2;0.023255814
51X27;8;7;2;2.5;0.023255814
51X27;8;7;2;3;0.023255814
51X27;8;7;4;2;0.023255814
51X27;8;7;4;2.5;0.023255814
51X27;8;7;4;3;0.023255814
51X27;8;7;6;2;0.023255814
51X27;8;7;6;2.5;0.023255814
51X27;8;7;6;3;0.023255814
51X27;8;7;8;2;0.023255814
51X27;8;7;8;2.5;0.023255814
51X27;8;7;8;3;0.023255814
51X27;8;7;10;2;0.023255814
51X27;8;7;10;2.5;0.023255814
51X27;8;7;10;3;0.023255814
51X27;8;9;2;2;0.023255814
51X27;8;9;2;2.5;0.023255814
51X27;8;9;2;3;0.023255814
51X27;8;9;4;2;0.023255814
51X27;8;9;4;2.5;0.023255814
51X27;8;9;4;3;0.023255814
51X27;8;9;6;2;0.023255814
51X27;8;9;6;2.5;0.023255814
51X27;8;9;6;3;0.023255814
51X27;8;9;8;2;0.023255814
51X27;8;9;8;2.5;0.023255814
51X27;8;9;8;3;0.023255814
51X27;8;9;10;2;0.023255814
51X27;8;9;10;2.5;0.023255814
51X27;8;9;10;3;0.023255814
51X27;16;1;2;2;0.023255814
51X27;16;1;2;2.5;0.023255814
51X27;16;1;2;3;0.023255814
51X27;16;1;4;2;0.023255814
51X27;16;1;4;2.5;0.023255814
51X27;16;1;4;3;0.023255814
51X27;16;1;6;2;0.023255814
51X27;16;1;6;2.5;0.023255814
51X27;16;1;6;3;0.023255814
51X27;16;1;8;2;0.023255814
51X27;16;1;8;2.5;0.023255814
51X27;16;1;8;3;0.023255814
51X27;16;1;10;2;0.023255814
51X27;16;1;10;2.5;0.023255814
51X27;16;1;10;3;0.023255814
51X27;16;3;2;2;0.0581395349
51X27;16;3;2;2.5;0.0581395349
51X27;16;3;2;3;0.0627906977
51X27;16;3;4;2;0.0604651163
51X27;16;3;4;2.5;0.0627906977
51X27;16;3;4;3;0.0674418605
51X27;16;3;6;2;0.0674418605
51X27;16;3;6;2.5;0.0744186047
51X27;16;3;6;3;0.0837209302
51X27;16;3;8;2;0.076744186
51X27;16;3;8;2.5;0.0790697674
51X27;16;3;8;3;0.076744186
51X27;16;3;10;2;0.0697674419
51X27;16;3;10;2.5;0.0790697674
51X27;16;3;10;3;0.0813953488
51X27;16;5;2;2;0.1488372093
51X27;16;5;2;2.5;0.1627906977
51X27;16;5;2;3;0.1441860465
51X27;16;5;4;2;0.1790697674
51X27;16;5;4;2.5;0.1860465116
51X27;16;5;4;3;0.1930232558
51X27;16;5;6;2;0.2069767442
51X27;16;5;6;2.5;0.2186046512
51X27;16;5;6;3;0.2162790698
51X27;16;5;8;2;0.2325581395
51X27;16;5;8;2.5;0.2325581395
51X27;16;5;8;3;0.2348837209
51X27;16;5;10;2;0.2255813953
51X27;16;5;10;2.5;0.2418604651
51X27;16;5;10;3;0.2511627907
51X27;16;7;2;2;0.2
51X27;16;7;2;2.5;0.2046511628
51X27;16;7;2;3;0.2209302326
51X27;16;7;4;2;0.2744186047
51X27;16;7;4;2.5;0.2790697674
51X27;16;7;4;3;0.288372093
51X27;16;7;6;2;0.3046511628
51X27;16;7;6;2.5;0.2953488372
51X27;16;7;6;3;0.3162790698
51X27;16;7;8;2;0.3511627907
51X27;16;7;8;2.5;0.3558139535
51X27;16;7;8;3;0.3558139535
51X27;16;7;10;2;0.3744186047
51X27;16;7;10;2.5;0.3837209302
51X27;16;7;10;3;0.3837209302
51X27;16;9;2;2;0.1604651163
51X27;16;9;2;2.5;0.1813953488
51X27;16;9;2;3;0.1837209302
51X27;16;9;4;2;0.2651162791
51X27;16;9;4;2.5;0.2697674419
51X27;16;9;4;3;0.276744186
51X27;16;9;6;2;0.3046511628
51X27;16;9;6;2.5;0.3255813953
51X27;16;9;6;3;0.323255814
51X27;16;9;8;2;0.3
51X27;16;9;8;2.5;0.3209302326
51X27;16;9;8;3;0.3418604651
51X27;16;9;10;2;0.3302325581
51X27;16;9;10;2.5;0.3465116279
51X27;16;9;10;3;0.3465116279
51X27;32;1;2;2;0.0255813953
51X27;32;1;2;2.5;0.0255813953
51X27;32;1;2;3;0.0255813953
51X27;32;1;4;2;0.0279069767
51X27;32;1;4;2.5;0.0279069767
51X27;32;1;4;3;0.0279069767
51X27;32;1;6;2;0.0279069767
51X27;32;1;6;2.5;0.0279069767
51X27;32;1;6;3;0.0279069767
51X27;32;1;8;2;0.0279069767
51X27;32;1;8;2.5;0.0279069767
51X27;32;1;8;3;0.0279069767
51X27;32;1;10;2;0.0279069767
51X27;32;1;10;2.5;0.0279069767
51X27;32;1;10;3;0.0279069767
51X27;32;3;2;2;0.3093023256
51X27;32;3;2;2.5;0.311627907
51X27;32;3;2;3;0.311627907
51X27;32;3;4;2;0.3674418605
51X27;32;3;4;2.5;0.3581395349
51X27;32;3;4;3;0.3674418605
51X27;32;3;6;2;0.3837209302
51X27;32;3;6;2.5;0.3837209302
51X27;32;3;6;3;0.3860465116
51X27;32;3;8;2;0.4046511628
51X27;32;3;8;2.5;0.4046511628
51X27;32;3;8;3;0.411627907
51X27;32;3;10;2;0.411627907
51X27;32;3;10;2.5;0.423255814
51X27;32;3;10;3;0.4186046512
51X27;32;5;2;2;0.6046511628
51X27;32;5;2;2.5;0.6
51X27;32;5;2;3;0.6023255814
51X27;32;5;4;2;0.6348837209
51X27;32;5;4;2.5;0.6534883721
51X27;32;5;4;3;0.6441860465
51X27;32;5;6;2;0.6627906977
51X27;32;5;6;2.5;0.6651162791
51X27;32;5;6;3;0.6604651163
51X27;32;5;8;2;0.688372093
51X27;32;5;8;2.5;0.6790697674
51X27;32;5;8;3;0.6906976744
51X27;32;5;10;2;0.6906976744
51X27;32;5;10;2.5;0.6930232558
51X27;32;5;10;3;0.688372093
51X27;32;7;2;2;0.6348837209
51X27;32;7;2;2.5;0.6465116279
51X27;32;7;2;3;0.6581395349
51X27;32;7;4;2;0.6813953488
51X27;32;7;4;2.5;0.6813953488
51X27;32;7;4;3;0.7
51X27;32;7;6;2;0.7255813953
51X27;32;7;6;2.5;0.7348837209
51X27;32;7;6;3;0.7348837209
51X27;32;7;8;2;0.7209302326
51X27;32;7;8;2.5;0.7302325581
51X27;32;7;8;3;0.7279069767
51X27;32;7;10;2;0.7372093023
51X27;32;7;10;2.5;0.7418604651
51X27;32;7;10;3;0.7465116279
51X27;32;9;2;2;0.6
51X27;32;9;2;2.5;0.588372093
51X27;32;9;2;3;0.6
51X27;32;9;4;2;0.6558139535
51X27;32;9;4;2.5;0.6720930233
51X27;32;9;4;3;0.6674418605
51X27;32;9;6;2;0.711627907
51X27;32;9;6;2.5;0.7069767442
51X27;32;9;6;3;0.7069767442
51X27;32;9;8;2;0.7069767442
51X27;32;9;8;2.5;0.7139534884
51X27;32;9;8;3;0.7
51X27;32;9;10;2;0.7093023256
51X27;32;9;10;2.5;0.723255814
51X27;32;9;10;3;0.723255814
51X27;64;1;2;2;0.1372093023
51X27;64;1;2;2.5;0.1418604651
51X27;64;1;2;3;0.1395348837
51X27;64;1;4;2;0.176744186
51X27;64;1;4;2.5;0.1674418605
51X27;64;1;4;3;0.1813953488
51X27;64;1;6;2;0.1906976744
51X27;64;1;6;2.5;0.1976744186
51X27;64;1;6;3;0.1976744186
51X27;64;1;8;2;0.2093023256
51X27;64;1;8;2.5;0.2023255814
51X27;64;1;8;3;0.2093023256
51X27;64;1;10;2;0.2139534884
51X27;64;1;10;2.5;0.2302325581
51X27;64;1;10;3;0.2325581395
51X27;64;3;2;2;0.8
51X27;64;3;2;2.5;0.8093023256
51X27;64;3;2;3;0.8046511628
51X27;64;3;4;2;0.8209302326
51X27;64;3;4;2.5;0.8255813953
51X27;64;3;4;3;0.8255813953
51X27;64;3;6;2;0.8279069767
51X27;64;3;6;2.5;0.8186046512
51X27;64;3;6;3;0.823255814
51X27;64;3;8;2;0.811627907
51X27;64;3;8;2.5;0.8093023256
51X27;64;3;8;3;0.8186046512
51X27;64;3;10;2;0.8302325581
51X27;64;3;10;2.5;0.8209302326
51X27;64;3;10;3;0.8279069767
51X27;64;5;2;2;0.9046511628
51X27;64;5;2;2.5;0.9093023256
51X27;64;5;2;3;0.9069767442
51X27;64;5;4;2;0.9093023256
51X27;64;5;4;2.5;0.9023255814
51X27;64;5;4;3;0.9046511628
51X27;64;5;6;2;0.9
51X27;64;5;6;2.5;0.9
51X27;64;5;6;3;0.8976744186
51X27;64;5;8;2;0.9069767442
51X27;64;5;8;2.5;0.9139534884
51X27;64;5;8;3;0.9139534884
51X27;64;5;10;2;0.9023255814
51X27;64;5;10;2.5;0.911627907
51X27;64;5;10;3;0.911627907
51X27;64;7;2;2;0.923255814
51X27;64;7;2;2.5;0.9162790698
51X27;64;7;2;3;0.9209302326
51X27;64;7;4;2;0.923255814
51X27;64;7;4;2.5;0.9302325581
51X27;64;7;4;3;0.9325581395
51X27;64;7;6;2;0.923255814
51X27;64;7;6;2.5;0.9302325581
51X27;64;7;6;3;0.923255814
51X27;64;7;8;2;0.9279069767
51X27;64;7;8;2.5;0.9302325581
51X27;64;7;8;3;0.9302325581
51X27;64;7;10;2;0.9139534884
51X27;64;7;10;2.5;0.911627907
51X27;64;7;10;3;0.9325581395
51X27;64;9;2;2;0.9046511628
51X27;64;9;2;2.5;0.9162790698
51X27;64;9;2;3;0.9046511628
51X27;64;9;4;2;0.9162790698
51X27;64;9;4;2.5;0.9186046512
51X27;64;9;4;3;0.9139534884
51X27;64;9;6;2;0.9139534884
51X27;64;9;6;2.5;0.9209302326
51X27;64;9;6;3;0.9255813953
51X27;64;9;8;2;0.9279069767
51X27;64;9;8;2.5;0.9279069767
51X27;64;9;8;3;0.9302325581
51X27;64;9;10;2;0.9209302326
51X27;64;9;10;2.5;0.923255814
51X27;64;9;10;3;0.9302325581
51X27;128;1;2;2;0.3697674419
51X27;128;1;2;2.5;0.3790697674
51X27;128;1;2;3;0.3697674419
51X27;128;1;4;2;0.4534883721
51X27;128;1;4;2.5;0.4790697674
51X27;128;1;4;3;0.4674418605
51X27;128;1;6;2;0.4837209302
51X27;128;1;6;2.5;0.4906976744
51X27;128;1;6;3;0.4976744186
51X27;128;1;8;2;0.4813953488
51X27;128;1;8;2.5;0.4720930233
51X27;128;1;8;3;0.4813953488
51X27;128;1;10;2;0.4813953488
51X27;128;1;10;2.5;0.4813953488
51X27;128;1;10;3;0.4790697674
51X27;128;3;2;2;0.9046511628
51X27;128;3;2;2.5;0.9093023256
51X27;128;3;2;3;0.9069767442
51X27;128;3;4;2;0.9139534884
51X27;128;3;4;2.5;0.9093023256
51X27;128;3;4;3;0.9069767442
51X27;128;3;6;2;0.8953488372
51X27;128;3;6;2.5;0.8906976744
51X27;128;3;6;3;0.8953488372
51X27;128;3;8;2;0.8953488372
51X27;128;3;8;2.5;0.9
51X27;128;3;8;3;0.8976744186
51X27;128;3;10;2;0.8813953488
51X27;128;3;10;2.5;0.8930232558
51X27;128;3;10;3;0.8930232558
51X27;128;5;2;2;0.9604651163
51X27;128;5;2;2.5;0.9627906977
51X27;128;5;2;3;0.9651162791
51X27;128;5;4;2;0.9558139535
51X27;128;5;4;2.5;0.9511627907
51X27;128;5;4;3;0.9511627907
51X27;128;5;6;2;0.9395348837
51X27;128;5;6;2.5;0.9325581395
51X27;128;5;6;3;0.9441860465
51X27;128;5;8;2;0.9441860465
51X27;128;5;8;2.5;0.9465116279
51X27;128;5;8;3;0.9441860465
51X27;128;5;10;2;0.9372093023
51X27;128;5;10;2.5;0.9348837209
51X27;128;5;10;3;0.9325581395
51X27;128;7;2;2;0.9674418605
51X27;128;7;2;2.5;0.9627906977
51X27;128;7;2;3;0.9674418605
51X27;128;7;4;2;0.9511627907
51X27;128;7;4;2.5;0.9534883721
51X27;128;7;4;3;0.9558139535
51X27;128;7;6;2;0.9674418605
51X27;128;7;6;2.5;0.9604651163
51X27;128;7;6;3;0.9627906977
51X27;128;7;8;2;0.9627906977
51X27;128;7;8;2.5;0.9627906977
51X27;128;7;8;3;0.9627906977
51X27;128;7;10;2;0.9651162791
51X27;128;7;10;2.5;0.9511627907
51X27;128;7;10;3;0.9558139535
51X27;128;9;2;2;0.9558139535
51X27;128;9;2;2.5;0.9511627907
51X27;128;9;2;3;0.9395348837
51X27;128;9;4;2;0.9604651163
51X27;128;9;4;2.5;0.9581395349
51X27;128;9;4;3;0.9558139535
51X27;128;9;6;2;0.9558139535
51X27;128;9;6;2.5;0.9511627907
51X27;128;9;6;3;0.9558139535
51X27;128;9;8;2;0.9511627907
51X27;128;9;8;2.5;0.9558139535
51X27;128;9;8;3;0.9558139535
51X27;128;9;10;2;0.9511627907
51X27;128;9;10;2.5;0.9627906977
51X27;128;9;10;3;0.9604651163
51X27;256;1;2;2;0.6720930233
51X27;256;1;2;2.5;0.6697674419
51X27;256;1;2;3;0.6720930233
51X27;256;1;4;2;0.7302325581
51X27;256;1;4;2.5;0.7255813953
51X27;256;1;4;3;0.7348837209
51X27;256;1;6;2;0.7069767442
51X27;256;1;6;2.5;0.7162790698
51X27;256;1;6;3;0.7
51X27;256;1;8;2;0.7
51X27;256;1;8;2.5;0.6860465116
51X27;256;1;8;3;0.688372093
51X27;256;1;10;2;0.7
51X27;256;1;10;2.5;0.7186046512
51X27;256;1;10;3;0.723255814
51X27;256;3;2;2;0.9325581395
51X27;256;3;2;2.5;0.9279069767
51X27;256;3;2;3;0.9279069767
51X27;256;3;4;2;0.9255813953
51X27;256;3;4;2.5;0.9255813953
51X27;256;3;4;3;0.9325581395
51X27;256;3;6;2;0.9093023256
51X27;256;3;6;2.5;0.9139534884
51X27;256;3;6;3;0.9093023256
51X27;256;3;8;2;0.8976744186
51X27;256;3;8;2.5;0.888372093
51X27;256;3;8;3;0.8976744186
51X27;256;3;10;2;0.9046511628
51X27;256;3;10;2.5;0.9023255814
51X27;256;3;10;3;0.9046511628
51X27;256;5;2;2;0.9651162791
51X27;256;5;2;2.5;0.9604651163
51X27;256;5;2;3;0.9720930233
51X27;256;5;4;2;0.9511627907
51X27;256;5;4;2.5;0.9558139535
51X27;256;5;4;3;0.9511627907
51X27;256;5;6;2;0.9534883721
51X27;256;5;6;2.5;0.9488372093
51X27;256;5;6;3;0.9488372093
51X27;256;5;8;2;0.9581395349
51X27;256;5;8;2.5;0.9488372093
51X27;256;5;8;3;0.9488372093
51X27;256;5;10;2;0.9511627907
