NEURON;SYNAPSE;GAUSS-RAD;LOG-FACTOR;VOTE-PARAM;HIT
51X27;256;5;10;2.5;0.9488372093
51X27;256;5;10;3;0.9488372093
51X27;256;7;2;2;0.9720930233
51X27;256;7;2;2.5;0.9697674419
51X27;256;7;2;3;0.9697674419
51X27;256;7;4;2;0.9651162791
51X27;256;7;4;2.5;0.9651162791
51X27;256;7;4;3;0.9651162791
51X27;256;7;6;2;0.9744186047
51X27;256;7;6;2.5;0.9744186047
51X27;256;7;6;3;0.9720930233
51X27;256;7;8;2;0.9697674419
51X27;256;7;8;2.5;0.9674418605
51X27;256;7;8;3;0.9697674419
51X27;256;7;10;2;0.9790697674
51X27;256;7;10;2.5;0.9790697674
51X27;256;7;10;3;0.976744186
51X27;256;9;2;2;0.9674418605
51X27;256;9;2;2.5;0.9627906977
51X27;256;9;2;3;0.9558139535
51X27;256;9;4;2;0.9744186047
51X27;256;9;4;2.5;0.9720930233
51X27;256;9;4;3;0.9720930233
51X27;256;9;6;2;0.9534883721
51X27;256;9;6;2.5;0.9627906977
51X27;256;9;6;3;0.9604651163
51X27;256;9;8;2;0.9604651163
51X27;256;9;8;2.5;0.9697674419
51X27;256;9;8;3;0.9697674419
51X27;256;9;10;2;0.9581395349
51X27;256;9;10;2.5;0.9581395349
51X27;256;9;10;3;0.9534883721
5x3;8;1;2;2;0.023255814
5x3;8;1;2;2.5;0.023255814
5x3;8;1;2;3;0.023255814
5x3;8;1;4;2;0.023255814
5x3;8;1;4;2.5;0.023255814
5x3;8;1;4;3;0.023255814
5x3;8;1;6;2;0.023255814
5x3;8;1;6;2.5;0.023255814
5x3;8;1;6;3;0.023255814
5x3;8;1;8;2;0.023255814
5x3;8;1;8;2.5;0.023255814
5x3;8;1;8;3;0.023255814
5x3;8;1;10;2;0.023255814
5x3;8;1;10;2.5;0.023255814
5x3;8;1;10;3;0.023255814
5x3;8;3;2;2;0.023255814
5x3;8;3;2;2.5;0.023255814
5x3;8;3;2;3;0.023255814
5x3;8;3;4;2;0.023255814
5x3;8;3;4;2.5;0.023255814
5x3;8;3;4;3;0.023255814
5x3;8;3;6;2;0.023255814
5x3;8;3;6;2.5;0.023255814
5x3;8;3;6;3;0.023255814
5x3;8;3;8;2;0.023255814
5x3;8;3;8;2.5;0.023255814
5x3;8;3;8;3;0.023255814
5x3;8;3;10;2;0.023255814
5x3;8;3;10;2.5;0.023255814
5x3;8;3;10;3;0.023255814
5x3;8;5;2;2;0.023255814
5x3;8;5;2;2.5;0.023255814
5x3;8;5;2;3;0.023255814
5x3;8;5;4;2;0.023255814
5x3;8;5;4;2.5;0.023255814
5x3;8;5;4;3;0.023255814
5x3;8;5;6;2;0.023255814
5x3;8;5;6;2.5;0.023255814
5x3;8;5;6;3;0.023255814
5x3;8;5;8;2;0.023255814
5x3;8;5;8;2.5;0.023255814
5x3;8;5;8;3;0.023255814
5x3;8;5;10;2;0.023255814
5x3;8;5;10;2.5;0.023255814
5x3;8;5;10;3;0.023255814
5x3;8;7;2;2;0.023255814
5x3;8;7;2;2.5;0.023255814
5x3;8;7;2;3;0.023255814
5x3;8;7;4;2;0.023255814
5x3;8;7;4;2.5;0.023255814
5x3;8;7;4;3;0.023255814
5x3;8;7;6;2;0.023255814
5x3;8;7;6;2.5;0.023255814
5x3;8;7;6;3;0.023255814
5x3;8;7;8;2;0.023255814
5x3;8;7;8;2.5;0.023255814
5x3;8;7;8;3;0.023255814
5x3;8;7;10;2;0.023255814
5x3;8;7;10;2.5;0.023255814
5x3;8;7;10;3;0.023255814
5x3;8;9;2;2;0.023255814
5x3;8;9;2;2.5;0.023255814
5x3;8;9;2;3;0.023255814
5x3;8;9;4;2;0.023255814
5x3;8;9;4;2.5;0.023255814
5x3;8;9;4;3;0.023255814
5x3;8;9;6;2;0.023255814
5x3;8;9;6;2.5;0.023255814
5x3;8;9;6;3;0.023255814
5x3;8;9;8;2;0.023255814
5x3;8;9;8;2.5;0.023255814
5x3;8;9;8;3;0.023255814
5x3;8;9;10;2;0.023255814
5x3;8;9;10;2.5;0.023255814
5x3;8;9;10;3;0.023255814
5x3;16;1;2;2;0.023255814
5x3;16;1;2;2.5;0.023255814
5x3;16;1;2;3;0.023255814
5x3;16;1;4;2;0.023255814
5x3;16;1;4;2.5;0.023255814
5x3;16;1;4;3;0.023255814
5x3;16;1;6;2;0.023255814
5x3;16;1;6;2.5;0.023255814
5x3;16;1;6;3;0.023255814
5x3;16;1;8;2;0.023255814
5x3;16;1;8;2.5;0.023255814
5x3;16;1;8;3;0.023255814
5x3;16;1;10;2;0.023255814
5x3;16;1;10;2.5;0.023255814
5x3;16;1;10;3;0.023255814
5x3;16;3;2;2;0.023255814
5x3;16;3;2;2.5;0.023255814
5x3;16;3;2;3;0.023255814
5x3;16;3;4;2;0.023255814
5x3;16;3;4;2.5;0.023255814
5x3;16;3;4;3;0.023255814
5x3;16;3;6;2;0.023255814
5x3;16;3;6;2.5;0.023255814
5x3;16;3;6;3;0.023255814
5x3;16;3;8;2;0.023255814
5x3;16;3;8;2.5;0.023255814
5x3;16;3;8;3;0.023255814
5x3;16;3;10;2;0.0325581395
5x3;16;3;10;2.5;0.0325581395
5x3;16;3;10;3;0.0279069767
5x3;16;5;2;2;0.0325581395
5x3;16;5;2;2.5;0.0325581395
5x3;16;5;2;3;0.0325581395
5x3;16;5;4;2;0.0441860465
5x3;16;5;4;2.5;0.0418604651
5x3;16;5;4;3;0.0418604651
5x3;16;5;6;2;0.0418604651
5x3;16;5;6;2.5;0.0418604651
5x3;16;5;6;3;0.0465116279
5x3;16;5;8;2;0.0488372093
5x3;16;5;8;2.5;0.0534883721
5x3;16;5;8;3;0.0511627907
5x3;16;5;10;2;0.0418604651
5x3;16;5;10;2.5;0.0372093023
5x3;16;5;10;3;0.0372093023
5x3;16;7;2;2;0.0697674419
5x3;16;7;2;2.5;0.0627906977
5x3;16;7;2;3;0.0627906977
5x3;16;7;4;2;0.0790697674
5x3;16;7;4;2.5;0.0720930233
5x3;16;7;4;3;0.0697674419
5x3;16;7;6;2;0.0744186047
5x3;16;7;6;2.5;0.076744186
5x3;16;7;6;3;0.0720930233
5x3;16;7;8;2;0.088372093
5x3;16;7;8;2.5;0.076744186
5x3;16;7;8;3;0.076744186
5x3;16;7;10;2;0.076744186
5x3;16;7;10;2.5;0.0744186047
5x3;16;7;10;3;0.0674418605
5x3;16;9;2;2;0.0348837209
5x3;16;9;2;2.5;0.0348837209
5x3;16;9;2;3;0.0348837209
5x3;16;9;4;2;0.0395348837
5x3;16;9;4;2.5;0.0465116279
5x3;16;9;4;3;0.0465116279
5x3;16;9;6;2;0.0302325581
5x3;16;9;6;2.5;0.0348837209
5x3;16;9;6;3;0.0348837209
5x3;16;9;8;2;0.0325581395
5x3;16;9;8;2.5;0.0372093023
5x3;16;9;8;3;0.0348837209
5x3;16;9;10;2;0.0441860465
5x3;16;9;10;2.5;0.0418604651
5x3;16;9;10;3;0.0372093023
5x3;32;1;2;2;0.023255814
5x3;32;1;2;2.5;0.023255814
5x3;32;1;2;3;0.023255814
5x3;32;1;4;2;0.023255814
5x3;32;1;4;2.5;0.0255813953
5x3;32;1;4;3;0.0255813953
5x3;32;1;6;2;0.0279069767
5x3;32;1;6;2.5;0.0255813953
5x3;32;1;6;3;0.0255813953
5x3;32;1;8;2;0.023255814
5x3;32;1;8;2.5;0.023255814
5x3;32;1;8;3;0.023255814
5x3;32;1;10;2;0.023255814
5x3;32;1;10;2.5;0.023255814
5x3;32;1;10;3;0.023255814
5x3;32;3;2;2;0.1139534884
5x3;32;3;2;2.5;0.1302325581
5x3;32;3;2;3;0.1255813953
5x3;32;3;4;2;0.1372093023
5x3;32;3;4;2.5;0.1325581395
5x3;32;3;4;3;0.1255813953
5x3;32;3;6;2;0.1325581395
5x3;32;3;6;2.5;0.1348837209
5x3;32;3;6;3;0.1325581395
5x3;32;3;8;2;0.1348837209
5x3;32;3;8;2.5;0.1604651163
5x3;32;3;8;3;0.1604651163
5x3;32;3;10;2;0.1488372093
5x3;32;3;10;2.5;0.1581395349
5x3;32;3;10;3;0.1651162791
5x3;32;5;2;2;0.223255814
5x3;32;5;2;2.5;0.2255813953
5x3;32;5;2;3;0.2209302326
5x3;32;5;4;2;0.2627906977
5x3;32;5;4;2.5;0.2813953488
5x3;32;5;4;3;0.2581395349
5x3;32;5;6;2;0.2651162791
5x3;32;5;6;2.5;0.2674418605
5x3;32;5;6;3;0.276744186
5x3;32;5;8;2;0.2860465116
5x3;32;5;8;2.5;0.2976744186
5x3;32;5;8;3;0.2860465116
5x3;32;5;10;2;0.3093023256
5x3;32;5;10;2.5;0.2906976744
5x3;32;5;10;3;0.2930232558
5x3;32;7;2;2;0.3395348837
5x3;32;7;2;2.5;0.3372093023
5x3;32;7;2;3;0.3209302326
5x3;32;7;4;2;0.3860465116
5x3;32;7;4;2.5;0.3837209302
5x3;32;7;4;3;0.3813953488
5x3;32;7;6;2;0.4162790698
5x3;32;7;6;2.5;0.3906976744
5x3;32;7;6;3;0.3930232558
5x3;32;7;8;2;0.423255814
5x3;32;7;8;2.5;0.411627907
5x3;32;7;8;3;0.4139534884
5x3;32;7;10;2;0.3976744186
5x3;32;7;10;2.5;0.3976744186
5x3;32;7;10;3;0.4069767442
5x3;32;9;2;2;0.211627907
5x3;32;9;2;2.5;0.2139534884
5x3;32;9;2;3;0.2139534884
5x3;32;9;4;2;0.2348837209
5x3;32;9;4;2.5;0.2441860465
5x3;32;9;4;3;0.2441860465
5x3;32;9;6;2;0.2465116279
5x3;32;9;6;2.5;0.2511627907
5x3;32;9;6;3;0.2558139535
5x3;32;9;8;2;0.2744186047
5x3;32;9;8;2.5;0.2581395349
5x3;32;9;8;3;0.2488372093
5x3;32;9;10;2;0.2813953488
5x3;32;9;10;2.5;0.2744186047
5x3;32;9;10;3;0.2790697674
5x3;64;1;2;2;0.0720930233
5x3;64;1;2;2.5;0.076744186
5x3;64;1;2;3;0.0720930233
5x3;64;1;4;2;0.0720930233
5x3;64;1;4;2.5;0.076744186
5x3;64;1;4;3;0.0837209302
5x3;64;1;6;2;0.0674418605
5x3;64;1;6;2.5;0.0790697674
5x3;64;1;6;3;0.0953488372
5x3;64;1;8;2;0.0790697674
5x3;64;1;8;2.5;0.0837209302
5x3;64;1;8;3;0.0790697674
5x3;64;1;10;2;0.1
5x3;64;1;10;2.5;0.0790697674
5x3;64;1;10;3;0.0813953488
5x3;64;3;2;2;0.6255813953
5x3;64;3;2;2.5;0.6325581395
5x3;64;3;2;3;0.6511627907
5x3;64;3;4;2;0.6558139535
5x3;64;3;4;2.5;0.6604651163
5x3;64;3;4;3;0.6325581395
5x3;64;3;6;2;0.6651162791
5x3;64;3;6;2.5;0.6604651163
5x3;64;3;6;3;0.6418604651
5x3;64;3;8;2;0.6534883721
5x3;64;3;8;2.5;0.6604651163
5x3;64;3;8;3;0.6488372093
5x3;64;3;10;2;0.6720930233
5x3;64;3;10;2.5;0.6604651163
5x3;64;3;10;3;0.6790697674
5x3;64;5;2;2;0.8069767442
5x3;64;5;2;2.5;0.8
5x3;64;5;2;3;0.811627907
5x3;64;5;4;2;0.8023255814
5x3;64;5;4;2.5;0.8046511628
5x3;64;5;4;3;0.8418604651
5x3;64;5;6;2;0.8162790698
5x3;64;5;6;2.5;0.811627907
5x3;64;5;6;3;0.8162790698
5x3;64;5;8;2;0.8302325581
5x3;64;5;8;2.5;0.8162790698
5x3;64;5;8;3;0.823255814
5x3;64;5;10;2;0.8372093023
5x3;64;5;10;2.5;0.8372093023
5x3;64;5;10;3;0.8418604651
5x3;64;7;2;2;0.8069767442
5x3;64;7;2;2.5;0.8093023256
5x3;64;7;2;3;0.8162790698
5x3;64;7;4;2;0.8209302326
5x3;64;7;4;2.5;0.8
5x3;64;7;4;3;0.8046511628
5x3;64;7;6;2;0.8186046512
5x3;64;7;6;2.5;0.8069767442
5x3;64;7;6;3;0.811627907
5x3;64;7;8;2;0.8186046512
5x3;64;7;8;2.5;0.8139534884
5x3;64;7;8;3;0.8209302326
5x3;64;7;10;2;0.823255814
5x3;64;7;10;2.5;0.8139534884
5x3;64;7;10;3;0.8209302326
5x3;64;9;2;2;0.7651162791
5x3;64;9;2;2.5;0.7627906977
5x3;64;9;2;3;0.7813953488
5x3;64;9;4;2;0.776744186
5x3;64;9;4;2.5;0.7976744186
5x3;64;9;4;3;0.8
5x3;64;9;6;2;0.7860465116
5x3;64;9;6;2.5;0.7744186047
5x3;64;9;6;3;0.7953488372
5x3;64;9;8;2;0.8139534884
5x3;64;9;8;2.5;0.7976744186
5x3;64;9;8;3;0.8023255814
5x3;64;9;10;2;0.8
5x3;64;9;10;2.5;0.8093023256
5x3;64;9;10;3;0.788372093
5x3;128;1;2;2;0.223255814
5x3;128;1;2;2.5;0.2325581395
5x3;128;1;2;3;0.2395348837
5x3;128;1;4;2;0.2627906977
5x3;128;1;4;2.5;0.2488372093
5x3;128;1;4;3;0.2395348837
5x3;128;1;6;2;0.2418604651
5x3;128;1;6;2.5;0.2372093023
5x3;128;1;6;3;0.2465116279
5x3;128;1;8;2;0.2790697674
5x3;128;1;8;2.5;0.2813953488
5x3;128;1;8;3;0.2651162791
5x3;128;1;10;2;0.2395348837
5x3;128;1;10;2.5;0.2558139535
5x3;128;1;10;3;0.2604651163
5x3;128;3;2;2;0.8604651163
5x3;128;3;2;2.5;0.8744186047
5x3;128;3;2;3;0.8813953488
5x3;128;3;4;2;0.8534883721
5x3;128;3;4;2.5;0.8581395349
5x3;128;3;4;3;0.8604651163
5x3;128;3;6;2;0.8627906977
5x3;128;3;6;2.5;0.8697674419
5x3;128;3;6;3;0.8581395349
5x3;128;3;8;2;0.8558139535
5x3;128;3;8;2.5;0.8627906977
5x3;128;3;8;3;0.8418604651
5x3;128;3;10;2;0.8488372093
5x3;128;3;10;2.5;0.8441860465
5x3;128;3;10;3;0.8511627907
5x3;128;5;2;2;0.923255814
5x3;128;5;2;2.5;0.9093023256
5x3;128;5;2;3;0.9139534884
5x3;128;5;4;2;0.9069767442
5x3;128;5;4;2.5;0.9046511628
5x3;128;5;4;3;0.9
5x3;128;5;6;2;0.8976744186
5x3;128;5;6;2.5;0.8976744186
5x3;128;5;6;3;0.8953488372
5x3;128;5;8;2;0.8860465116
5x3;128;5;8;2.5;0.8976744186
5x3;128;5;8;3;0.8976744186
5x3;128;5;10;2;0.8744186047
5x3;128;5;10;2.5;0.8813953488
5x3;128;5;10;3;0.8930232558
5x3;128;7;2;2;0.9488372093
5x3;128;7;2;2.5;0.9488372093
5x3;128;7;2;3;0.9372093023
5x3;128;7;4;2;0.9441860465
5x3;128;7;4;2.5;0.9465116279
5x3;128;7;4;3;0.9465116279
5x3;128;7;6;2;0.9418604651
5x3;128;7;6;2.5;0.9395348837
5x3;128;7;6;3;0.9395348837
5x3;128;7;8;2;0.9279069767
5x3;128;7;8;2.5;0.9372093023
5x3;128;7;8;3;0.9279069767
5x3;128;7;10;2;0.9302325581
5x3;128;7;10;2.5;0.9209302326
5x3;128;7;10;3;0.9325581395
5x3;128;9;2;2;0.9139534884
5x3;128;9;2;2.5;0.9139534884
5x3;128;9;2;3;0.9139534884
5x3;128;9;4;2;0.911627907
5x3;128;9;4;2.5;0.9162790698
5x3;128;9;4;3;0.9302325581
5x3;128;9;6;2;0.9255813953
5x3;128;9;6;2.5;0.911627907
5x3;128;9;6;3;0.9162790698
5x3;128;9;8;2;0.9279069767
5x3;128;9;8;2.5;0.9279069767
5x3;128;9;8;3;0.9279069767
5x3;128;9;10;2;0.9209302326
5x3;128;9;10;2.5;0.9325581395
5x3;128;9;10;3;0.9372093023
5x3;256;1;2;2;0.4441860465
5x3;256;1;2;2.5;0.4348837209
5x3;256;1;2;3;0.4418604651
5x3;256;1;4;2;0.4162790698
5x3;256;1;4;2.5;0.4023255814
5x3;256;1;4;3;0.4
5x3;256;1;6;2;0.4511627907
5x3;256;1;6;2.5;0.4418604651
5x3;256;1;6;3;0.4348837209
5x3;256;1;8;2;0.4558139535
5x3;256;1;8;2.5;0.4372093023
5x3;256;1;8;3;0.4604651163
5x3;256;1;10;2;0.4837209302
5x3;256;1;10;2.5;0.4651162791
5x3;256;1;10;3;0.4720930233
5x3;256;3;2;2;0.8976744186
5x3;256;3;2;2.5;0.9
5x3;256;3;2;3;0.9023255814
5x3;256;3;4;2;0.9
5x3;256;3;4;2.5;0.911627907
5x3;256;3;4;3;0.911627907
5x3;256;3;6;2;0.8976744186
5x3;256;3;6;2.5;0.8976744186
5x3;256;3;6;3;0.8860465116
5x3;256;3;8;2;0.8837209302
5x3;256;3;8;2.5;0.8976744186
5x3;256;3;8;3;0.888372093
5x3;256;3;10;2;0.8627906977
5x3;256;3;10;2.5;0.8720930233
5x3;256;3;10;3;0.8604651163
5x3;256;5;2;2;0.9418604651
5x3;256;5;2;2.5;0.9418604651
5x3;256;5;2;3;0.9465116279
5x3;256;5;4;2;0.9372093023
5x3;256;5;4;2.5;0.9441860465
5x3;256;5;4;3;0.9441860465
5x3;256;5;6;2;0.923255814
5x3;256;5;6;2.5;0.923255814
5x3;256;5;6;3;0.9255813953
5x3;256;5;8;2;0.9325581395
5x3;256;5;8;2.5;0.9348837209
5x3;256;5;8;3;0.9186046512
5x3;256;5;10;2;0.9186046512
5x3;256;5;10;2.5;0.923255814
5x3;256;5;10;3;0.9186046512
5x3;256;7;2;2;0.9697674419
5x3;256;7;2;2.5;0.9674418605
5x3;256;7;2;3;0.9720930233
5x3;256;7;4;2;0.9697674419
5x3;256;7;4;2.5;0.9651162791
5x3;256;7;4;3;0.9627906977
5x3;256;7;6;2;0.9604651163
5x3;256;7;6;2.5;0.9558139535
5x3;256;7;6;3;0.9581395349
5x3;256;7;8;2;0.9627906977
5x3;256;7;8;2.5;0.9581395349
5x3;256;7;8;3;0.9581395349
5x3;256;7;10;2;0.9465116279
5x3;256;7;10;2.5;0.9488372093
5x3;256;7;10;3;0.9511627907
5x3;256;9;2;2;0.9604651163
5x3;256;9;2;2.5;0.9604651163
5x3;256;9;2;3;0.9511627907
5x3;256;9;4;2;0.9627906977
5x3;256;9;4;2.5;0.9651162791
5x3;256;9;4;3;0.9720930233
5x3;256;9;6;2;0.9627906977
5x3;256;9;6;2.5;0.9604651163
5x3;256;9;6;3;0.9604651163
5x3;256;9;8;2;0.9627906977
5x3;256;9;8;2.5;0.9627906977
5x3;256;9;8;3;0.9651162791
5x3;256;9;10;2;0.9465116279
5x3;256;9;10;2.5;0.9488372093
5x3;256;9;10;3;0.9418604651
68X36;8;1;2;2;0.023255814
68X36;8;1;2;2.5;0.023255814
68X36;8;1;2;3;0.023255814
68X36;8;1;4;2;0.023255814
68X36;8;1;4;2.5;0.023255814
68X36;8;1;4;3;0.023255814
68X36;8;1;6;2;0.023255814
68X36;8;1;6;2.5;0.023255814
68X36;8;1;6;3;0.023255814
68X36;8;1;8;2;0.023255814
68X36;8;1;8;2.5;0.023255814
68X36;8;1;8;3;0.023255814
68X36;8;1;10;2;0.023255814
68X36;8;1;10;2.5;0.023255814
68X36;8;1;10;3;0.023255814
68X36;8;3;2;2;0.023255814
68X36;8;3;2;2.5;0.023255814
68X36;8;3;2;3;0.023255814
68X36;8;3;4;2;0.023255814
68X36;8;3;4;2.5;0.023255814
68X36;8;3;4;3;0.023255814
68X36;8;3;6;2;0.023255814
68X36;8;3;6;2.5;0.023255814
68X36;8;3;6;3;0.023255814
68X36;8;3;8;2;0.023255814
68X36;8;3;8;2.5;0.023255814
68X36;8;3;8;3;0.023255814
68X36;8;3;10;2;0.023255814
68X36;8;3;10;2.5;0.023255814
68X36;8;3;10;3;0.023255814
68X36;8;5;2;2;0.023255814
68X36;8;5;2;2.5;0.023255814
68X36;8;5;2;3;0.023255814
68X36;8;5;4;2;0.023255814
68X36;8;5;4;2.5;0.023255814
68X36;8;5;4;3;0.023255814
68X36;8;5;6;2;0.023255814
68X36;8;5;6;2.5;0.023255814
68X36;8;5;6;3;0.023255814
68X36;8;5;8;2;0.023255814
68X36;8;5;8;2.5;0.023255814
68X36;8;5;8;3;0.023255814
68X36;8;5;10;2;0.023255814
68X36;8;5;10;2.5;0.023255814
68X36;8;5;10;3;0.023255814
68X36;8;7;2;2;0.023255814
68X36;8;7;2;2.5;0.023255814
68X36;8;7;2;3;0.023255814
68X36;8;7;4;2;0.023255814
68X36;8;7;4;2.5;0.023255814
68X36;8;7;4;3;0.023255814
68X36;8;7;6;2;0.023255814
68X36;8;7;6;2.5;0.023255814
68X36;8;7;6;3;0.023255814
68X36;8;7;8;2;0.023255814
68X36;8;7;8;2.5;0.023255814
68X36;8;7;8;3;0.023255814
68X36;8;7;10;2;0.023255814
68X36;8;7;10;2.5;0.023255814
68X36;8;7;10;3;0.023255814
68X36;8;9;2;2;0.023255814
68X36;8;9;2;2.5;0.023255814
68X36;8;9;2;3;0.023255814
68X36;8;9;4;2;0.023255814
68X36;8;9;4;2.5;0.023255814
68X36;8;9;4;3;0.023255814
68X36;8;9;6;2;0.023255814
68X36;8;9;6;2.5;0.023255814
68X36;8;9;6;3;0.023255814
68X36;8;9;8;2;0.023255814
68X36;8;9;8;2.5;0.023255814
68X36;8;9;8;3;0.023255814
68X36;8;9;10;2;0.023255814
68X36;8;9;10;2.5;0.023255814
68X36;8;9;10;3;0.023255814
68X36;16;1;2;2;0.023255814
68X36;16;1;2;2.5;0.023255814
68X36;16;1;2;3;0.023255814
68X36;16;1;4;2;0.023255814
68X36;16;1;4;2.5;0.023255814
68X36;16;1;4;3;0.023255814
68X36;16;1;6;2;0.023255814
68X36;16;1;6;2.5;0.023255814
68X36;16;1;6;3;0.023255814
68X36;16;1;8;2;0.023255814
68X36;16;1;8;2.5;0.023255814
68X36;16;1;8;3;0.023255814
68X36;16;1;10;2;0.023255814
68X36;16;1;10;2.5;0.023255814
68X36;16;1;10;3;0.023255814
68X36;16;3;2;2;0.0674418605
68X36;16;3;2;2.5;0.0720930233
68X36;16;3;2;3;0.0651162791
68X36;16;3;4;2;0.0813953488
68X36;16;3;4;2.5;0.0790697674
68X36;16;3;4;3;0.0860465116
68X36;16;3;6;2;0.0953488372
68X36;16;3;6;2.5;0.0906976744
68X36;16;3;6;3;0.088372093
68X36;16;3;8;2;0.0976744186
68X36;16;3;8;2.5;0.1
68X36;16;3;8;3;0.0930232558
68X36;16;3;10;2;0.1
68X36;16;3;10;2.5;0.1046511628
68X36;16;3;10;3;0.1023255814
68X36;16;5;2;2;0.2139534884
68X36;16;5;2;2.5;0.2069767442
68X36;16;5;2;3;0.2069767442
68X36;16;5;4;2;0.2511627907
68X36;16;5;4;2.5;0.2372093023
68X36;16;5;4;3;0.2395348837
68X36;16;5;6;2;0.2860465116
68X36;16;5;6;2.5;0.2930232558
68X36;16;5;6;3;0.2860465116
68X36;16;5;8;2;0.3162790698
68X36;16;5;8;2.5;0.2976744186
68X36;16;5;8;3;0.3
68X36;16;5;10;2;0.3348837209
68X36;16;5;10;2.5;0.323255814
68X36;16;5;10;3;0.3279069767
68X36;16;7;2;2;0.2860465116
68X36;16;7;2;2.5;0.2790697674
68X36;16;7;2;3;0.2720930233
68X36;16;7;4;2;0.388372093
68X36;16;7;4;2.5;0.3790697674
68X36;16;7;4;3;0.3837209302
68X36;16;7;6;2;0.3860465116
68X36;16;7;6;2.5;0.3976744186
68X36;16;7;6;3;0.388372093
68X36;16;7;8;2;0.4418604651
68X36;16;7;8;2.5;0.4348837209
68X36;16;7;8;3;0.4348837209
68X36;16;7;10;2;0.4906976744
68X36;16;7;10;2.5;0.4697674419
68X36;16;7;10;3;0.4744186047
68X36;16;9;2;2;0.2534883721
68X36;16;9;2;2.5;0.2511627907
68X36;16;9;2;3;0.2441860465
68X36;16;9;4;2;0.3279069767
68X36;16;9;4;2.5;0.3255813953
68X36;16;9;4;3;0.3372093023
68X36;16;9;6;2;0.3697674419
68X36;16;9;6;2.5;0.376744186
68X36;16;9;6;3;0.3697674419
68X36;16;9;8;2;0.3930232558
68X36;16;9;8;2.5;0.3860465116
68X36;16;9;8;3;0.4
68X36;16;9;10;2;0.4279069767
68X36;16;9;10;2.5;0.4395348837
68X36;16;9;10;3;0.4395348837
68X36;32;1;2;2;0.0279069767
68X36;32;1;2;2.5;0.0279069767
68X36;32;1;2;3;0.0279069767
68X36;32;1;4;2;0.0279069767
68X36;32;1;4;2.5;0.0279069767
68X36;32;1;4;3;0.0279069767
68X36;32;1;6;2;0.0279069767
68X36;32;1;6;2.5;0.0279069767
68X36;32;1;6;3;0.0279069767
68X36;32;1;8;2;0.0279069767
68X36;32;1;8;2.5;0.0279069767
68X36;32;1;8;3;0.0279069767
68X36;32;1;10;2;0.0279069767
68X36;32;1;10;2.5;0.0279069767
68X36;32;1;10;3;0.0279069767
68X36;32;3;2;2;0.3488372093
68X36;32;3;2;2.5;0.3325581395
68X36;32;3;2;3;0.3441860465
68X36;32;3;4;2;0.4069767442
68X36;32;3;4;2.5;0.4069767442
68X36;32;3;4;3;0.411627907
68X36;32;3;6;2;0.4558139535
68X36;32;3;6;2.5;0.4325581395
68X36;32;3;6;3;0.4302325581
68X36;32;3;8;2;0.4558139535
68X36;32;3;8;2.5;0.4627906977
68X36;32;3;8;3;0.4744186047
68X36;32;3;10;2;0.4976744186
68X36;32;3;10;2.5;0.4953488372
68X36;32;3;10;3;0.4976744186
68X36;32;5;2;2;0.6441860465
68X36;32;5;2;2.5;0.6395348837
68X36;32;5;2;3;0.6372093023
68X36;32;5;4;2;0.6906976744
68X36;32;5;4;2.5;0.6790697674
68X36;32;5;4;3;0.6744186047
68X36;32;5;6;2;0.7209302326
68X36;32;5;6;2.5;0.7093023256
68X36;32;5;6;3;0.7139534884
68X36;32;5;8;2;0.7209302326
68X36;32;5;8;2.5;0.711627907
68X36;32;5;8;3;0.723255814
68X36;32;5;10;2;0.7046511628
68X36;32;5;10;2.5;0.7139534884
68X36;32;5;10;3;0.7093023256
68X36;32;7;2;2;0.6930232558
68X36;32;7;2;2.5;0.6976744186
68X36;32;7;2;3;0.6930232558
68X36;32;7;4;2;0.7325581395
68X36;32;7;4;2.5;0.7186046512
68X36;32;7;4;3;0.7279069767
68X36;32;7;6;2;0.7534883721
68X36;32;7;6;2.5;0.7581395349
68X36;32;7;6;3;0.7534883721
68X36;32;7;8;2;0.7674418605
68X36;32;7;8;2.5;0.7441860465
68X36;32;7;8;3;0.7511627907
68X36;32;7;10;2;0.7744186047
68X36;32;7;10;2.5;0.7744186047
68X36;32;7;10;3;0.7744186047
68X36;32;9;2;2;0.6395348837
68X36;32;9;2;2.5;0.6488372093
68X36;32;9;2;3;0.6558139535
68X36;32;9;4;2;0.7162790698
